Property_ID,MLS_Number,Listing_Date,Sale_Date,Street_Address,City,State,Zip_Code,Country,Latitude,Longitude,Property_Type,Bedrooms,Bathrooms,Lot_Size_SqFt,Living_Area_Reported,Year_Built,Year_Renovated,Garage_Spaces,Has_Pool,Has_Garden,Heating_Type,Cooling_Type,School_Rating,Crime_Rate_Index,Neighborhood_Quality_Score,Distance_To_City_Center_Reported,HOA_Fee_Monthly,Property_Tax_Annual,Days_On_Market,List_Price,Sale_Price,Price_Per_SqFt,Is_Foreclosure,Currency,Agent_Name,Agent_Phone,Agent_Email,Listing_Description,Buyer_Feedback
PROP-104487,MLS-104487,2026-01-19,,42141 Thomas Point Suite 787,Austin,  TX,12226,United States,48.85763,-80.662348,HOUSE,6,5.7,4642.8,2644.1 sqft,1982.0,,2.0,False,false,Solar,,4.0,,62.9,1.13 km,59.78,"$4,557.91",61,"$332,583.31",,,No,USD,Emma Oneill DVM	,CALL-ME-6777,emma.oneill.dvm60@realty.com,,Traffic noise was worse than expected.
PROP-102643,MLS-102643,2024-03-08,,6609 Sandoval Parks,NASHVILLE	,Tennessee,16657,United States,42.569854,,HOUSE,3,3.0,10568.4,2960.1 sqft,1976.0,1990.0,3.0,NO,Yes,Solar,,4.0,16.91,57.9,1.19 mi,$9.87,"5,399.58",10,"$297,041.10",,,0,USD,Kevin Harrison,CALL-ME-9037,kevin.harrison17@yahoo.com,"Luxury HOUSE boasting modern finishes, 3 bedrooms, and a three-car garage.","Great location, close to schools and shops."
PROP-100684,MLS-100684,27-Aug-2024,18-Apr-2026,28758 Mcdonald Meadow Suite 667,Portland,or,55934,usa,32.730702,-84.874066,TOWNHOUSE,2,1.7,7483.2,2841.8 sqft,1977.0,,0.0, No,Y,Gas,,,17.66,69.6,1.95 km,96.34,"$11,216.97",17,"$575,267.00",625546.81,220.12,NO,USD,Lori Gardner,(337) 896-5839,lori.gardner51@gmail.com,Charming 2-bed Townhouse in the heart of Portland. Recently updated kitchen and spacious backyard.,Loved the open floor plan and natural light!!
PROP-102711,MLS-102711,08/10/2025,2025-10-22,41544 Torres Parks,Chicago,IL,48720, USA,,-74.428124,CONDOMINIUM,3,3.9,4593.2,2057.4 sqft,1989.0,,2.0,False,Yes,Gas,Evaporative,4.2,19.5,58.5,8.11 km,Unknown,"$7,169.82",30,"$388,539.59",360631.22,175.28,False,USD,Melinda Morris,(766) 554-5173,melinda.morris66@yahoo.com,"Luxury CONDO boasting modern finishes, -3 bedrooms, and a three-car garage.",Agent was very responsive and helpful throughout.
PROP-105585,MLS-105585,03/19/2025,11/04/2025,  131 Danny Crossroad Suite 466,Columbus,OH,70935, USA,26.591949,-102.059478,CONDOMINIUM,3,1.8,3197.6,2238.2 sqft,1975.0,,2.0, No,YES,Gas,,6.2,0.69,77.6,13.56 km,109.93,"6,765.54",65,"$436,841.61",457393.45,204.36,0,USD,Victor Smith,(220) 737-3608,victor.smith83@gmail.com,  Charming 3-bed Condominium in the heart of Columbus. Recently updated kitchen and spacious backyard.  ,Agent was very responsive and helpful throughout.
PROP-104237,MLS-104237,30.10.2024,,581 Davis Ridge	,Austn,TX,79363, USA,35.420397,-81.074835,HOUSE,4,3.9,15207.5,1566.4 sqft,1996.0,,2.0,True,False,Solar,,4.9,7.67,68.2,18.16 km,$18.95,"8,144.99",20,"471,594.77",,,NO,USD,Alexis Brown,430.347.abcd,alexis.brown_at_realty.com,,Overpriced for the condition it was in...
PROP-106128,MLS-106128,03/18/2024,"May 26, 2026",0479 Rodgers Corners,Columbus,OH,93946,Usa,31.270041,-82.914519,HOUSE,2,1.5,3891.5,2233.5 sqft,1980.0,,2.0,NO,Yes,Electric,,4.1,11.48,,1.45 km,10.89,4598.89,30,"313,402.22",308340.41,138.05,No,USD,Kàtherine Lee,CALL-ME-5139,katherine.lee3@gmail.com,"Fixer-upper House priced to sell, needs TLC but great bones.",Not worth the asking price tbh.
PROP-108783,MLS-108783,2026-04-25,05/28/2026,646 Carol Court,Seattel,Washington ,74002, USA,,-100.921611,CONDOMINIUM,4,3.7,3930.7,1533.6 sqft,1983.0,2011.0,1.0, No,false,Oil,Central AC,6.9,4.75,72.5,1.77 km,73.41,"$1,830.54",37,"214,305.91",218783.56,142.66,false,USD,Amber Johnson,(566) 872-1025,amber.johnson8@gmail.com,Charming 4-bed condo in the heart of Seattel. Recently updated kitchen and spacious backyard.,
PROP-101514,MLS-101514,16-Dec-2025,"March 04, 2026",8485 Matthew Union,PHOENIX,Arizona	,87626,Usa,32.823657,-96.022413,APARTMENT,4,2.4,4621.1,1487.5 sqft,2025.0,,0.0,yes ,Yes,Gas,Central AC,,14.87,66.0,7.22 km,$153.69,"$3,221.09",6,"$205,453.53",203417.42,136.75,0,USD,Michael Lozano,(851) 764-7200,michael.lozano10@gmail.com,Charming 4-bed Apartment in the heart of PHOENIX. Recently updated kitchen and spacious backyard.,
PROP-101540,MLS-101540,15-Dec-2025,,6149 Adams Ranch Suite 931,Columbus,OH,56855,US,33.7319,-71.376695,DUPLEX,2,2.6,4093.9,2236.3 sqft,2000.0,,2.0, No,Yes,Geothermal,Evaporative,6.5,12.71,69.2,2.01 mi,60.64,"6,825.45",5,448298.13,,,N,USD,Heather Bradford,205-782-6960,heather.bradford_at_yahoo.com,"Fix3r-upp3r Dupl3x pric3d to s3ll, n33ds  TLC but gr3at bon3s.","gooood house, will recomend!!"
PROP-103121,MLS-103121,17.07.2025,27.04.2026,62017 Brittany Islands Apt. 266, Denver,  Colorado,34405,United States,26.026368,-112.388532,TOWNHOUSE,2,2.7,3383.7,1609.7 sqft,1952.0,,1.0,0,NO,Electric,,3.6,14.55,50.5,3.14 km,$53.61,"$1,578.44",11,"$158,799.94",157230.27,97.68,NO,USD,Jordan White DDS,(684) 447-7290,jordan.white.dds66@outlook.com,,Not worth the asking price tbh.
PROP-101614,MLS-101614,"March 04, 2024",05/02/2026,3481 Williams Port Suite 101,Nashville	,TN,16219,United States,45.536716,-81.24786,HOUSE,2,1.1,9400.5,2031.9 sqft,2007.0,,2.0,0,True,Gas,,6.0,12.12,70.8,4.23 mi,$15.41,"$8,249.69",1,"$537,667.38",555673.31,273.47,0,USD,David Stanton,(670) 798-5177,david.stanton89@yahoo.com,"Spacious House featuring 2 bedrooms and 1.1 bathrooms, close to downtown Nashville.",
PROP-102722,MLS-102722,"January 03, 2025",,4273 Richards Motorway,Sacramento,California,93402,USA,28.881553,,HOUSE,3,2.7,8610.3,1575.0 sqft,1977.0,,1.0,N,true,Solar,,7.6,13.71,73.6,14.3 km,27.17,"$3,466.53",16,"394,877.13",,,NO,USD,Nancy Kelley,(497) 585-8441,nancy.kelley64@gmail.com,"Cozy  House with great potential, located near top-rated schools in Sacramento.",
PROP-109342,MLS-109342,2023-07-19,,4705 Jessica Cove,Austtin,tx,70449,US,29.806367,-118.81726,HOUSE,1,1.0,11975.7,468.7 sqft,1988.0,2015.0,1.0,false,yes ,Wood,Window Unit,8.4,2.55,83.8,5.17 mi,$3.83,"$1,603.78",39,"$96,043.09",,,False,USD,Brandy Underwood,CALL-ME-5386,brandy.underwood50@yahoo.com,"Fixer-upper house priced to sell, needs TLC but great bones.",
PROP-100101,MLS-100101,27.03.2024,,58957 Cheryl Corners Apt. 467,Miami	,Florida,20336,US,46.782664,-83.300139,CONDOMINIUM,2,1.2,11448.4,1813.9 sqft,2025.0,,0.0,false,No,Gas,,6.4,74.04,36.5,7.49 km,$0.00,3141.49,17,"239,433.83",,,False,USD,William Conner,964-987-8443,william.conner13@yahoo.com,"Cozy condo with great potential, located near top-rated schools in Miami.","House needed a lot of repairs, roof was leaking."
PROP-105380,MLS-105380,17/02/2026,"February 18, 2026",01327 Hunt Land,NASHVILLE	,Tennessee,99462,USA,27.931064,-118.3813,HOUSE,3,,3788.4,1451.6 sqft,1989.0,,2.0, No,Y,Wood,,1.0,2.76,51.8,26.99 km,15.4,"$4,149.07",6,"$369,794.52",342632.56,236.04, No,USD,Brianna Zhang,(909) 736-2535,brianna.zhang48@outlook.com,"Fixer-upper HOUSE priced to sell, needs TLC but great bones.",Amazing view of the mountains from the master bedroom.
PROP-104432,MLS-104432,04.03.2024,12-Jan-2025,  66894 Jacobs Park, Atlanta,GA,97284,USA,42.190097,-91.43609,APARTMENT,5,4.6,4426.3,1706.5 sqft,1981.0,2003.0,2.0,False,1,Electric,,3.6,16.52,57.1,4.32 mi,130.16,"$4,815.35",4,"$292,630.22",317743.88,186.2,False,USD,Troy Carrillo DDS,586-238-4171,troy.carrillo.dds86@outlook.com,,
PROP-109372,MLS-109372,13-Jun-2025,,3499 Hensley Plains Apt. 521,Nashville,TN,47371,U.S.A,26.822177,-74.321668,HOUSE,6,4.6,1832.1,194.6 sqm,2025.0,,2.0,No,No,Gas,,,8.68,77.7,1.8 km,19.55,"7,267.56",25,"$479,556.10",,,false,USD,Jason Romero,CALL-ME-1547,jason.romero79@yahoo.com,"  Cozy  House with great potential, located near top-rated schools in Nashville.  ",
PROP-106116,MLS-106116,05/09/2024,29/10/2025,529 Gonzales Estates Suite 347,Orlando,Florida ,36287,Usa,44.952663,-84.246374,TOWNHOUSE,3,2.5,3713.4,1898.4 sqft,1980.0,,2.0,false,NO,Gas,Window Unit,7.0,3.09,75.3,17.62 mi,$263.28,"$6,299.25",38,TBD,365937.4,192.76, No,USD,Tiffany Novak,(616) 785-4717,tiffany.novak56@realty.com,"Luxury Townhouse boasting modern finishes, 3 bedrooms, and a three-car garage.","Great location, close to schools and shops."
PROP-103953,MLS-103953,2025-01-05,04/14/2025,3070 Cathy Isle Apt. 042,Nashville,TN,19386,US,35.804546,-92.696221,HOUSE,4,2.7,6347.3,159.2 sqm,1973.0,,3.0,No,False,Solar,,5.0,7.8,61.6,4.23 mi,$32.39,"$5,345.98",4,"$312,763.53",330886.54,193.09, No,USD,  Jacqueline Gould,(716) 902-2419,jacqueline.gould57@outlook.com,"  Cozy House with great potential, loccated near top-rated schools in Nashville.  ",
PROP-108751,MLS-108751,2024-03-09,30/11/2024,1541 Debra Keys Apt. 677, Boston,Massachusetts,12587,U.S.A,26.319695,-84.194869,HOUSE,1,1.0,4556.0,1161.3 sqft,1974.0,,3.0,False,True,,,8.0,21.51,72.7,2.65 km,52.71,"$2,298.49",28,"273,538.50",274018.38,235.96,N,USD,Carol Wilson,(267) 729-8791,carol.wilson21@outlook.com,,
PROP-103386,MLS-103386,03/23/2025,"April 08, 2026",25539 Valencia Falls,CHICAGO,Illinois,69366,U.S.A,40.824325,-82.017103,HOUSE,3,2.7,23039.1,2195.5 sqft,1950.0,,2.0,0,1,Electric,Evaporative,5.4,1.04,81.6,12.48 km,$0.00,"$4,991.39",1,"$523,503.09",549342.0,250.21,N,USD,Sarah Lewis,(680) 965-7655,sarah.lewis51@realty.com,"Spacious house featuring 3 bedrooms and 2.7 bathrooms, close to downtown CHICAGO.",Closing process took way longer than promised.
PROP-104153,MLS-104153,2023-08-19,,  4329 Burgess Hills,Seatle,wa,33527,USA,39.879956,-99.180846,HOUSE,4,2.3,3601.2,300.0 sqft,1994.0,2012.0,2.0,N,N,Solar,,8.8,0.98,75.6,10.2 km,$12.53,"$1,158.77",6,57404.34,,,NO,USD,Richard Jones,(805) 397-2408,richard.jones_at_yahoo.com,"Luxury House boasting modern finishes, 4 bedrooms, and a three-car garage.",Closing process took way longer than promised.
PROP-102781,MLS-102781,07/05/2026,2026-07-05,0153 Jasmine Ports Suite 960,Columbus,Ohio,91891, USA,,-115.669686,VILLA,7,5.8,17155.4,1996.3 sqft,1971.0,,2.0,false,false,Coal,,8.3,16.49,74.1,2.49 mi,$13.18,3288.34,97,"$290,359.32",294853.18,147.7,yes ,USD,Justin Càstànedà,CALL-ME-5082,justin.castaneda82@realty.com,    ,
PROP-106332,MLS-106332,04/06/2026,23.05.2026,670 Hansen Flat,ATLANTA,GA,10966,United States,29.555559,-93.828128,VILLA,5,3.3,2893.7,695.4 sqft,1944.0,,1.0, No,YES,Gas,,4.5,13.07,74.8,4.52 km,$35.58,"$2,854.81",32,"$154,806.75",158773.42,228.32,No,USD,Victoria Solis,CALL-ME-8153,victoria.solis4@gmail.com,"  Luxury villa boasting modern finishes, 5 bedrooms, and a three-car garage.  ",Not worth the asking price tbh.
PROP-107107,MLS-107107,28.12.2025,05/23/2026,8186 Anderson Knolls Suite 379,Seattle,Washington,81050,United States,39.640986,-69.251116,APARTMENT,1,1.0,6738.0,2024.7 sqft,2003.0,2013.0,3.0,0,True,Gas,,6.9,0.06,87.1,1.0 mi,233.59,"9,770.52",0,"$485,866.39",452161.52,223.32,0,USD,Brittany Snyder,(289) 734-5092,brittany.snyder20@yahoo.com,"Fixer-upper Apartment priced to sell, needs TLC but great bones.",
PROP-105175,MLS-105175,21.08.2025,13-Oct-2025,9803 Dawn Mills Apt. 996,Miami,Florida,73734, USA,,-68.147593,DUPLEX,7,6.3,2792.3,2262.4 sqft,1989.0,,1.0,N,false,Coal,Central AC,7.4,14.53,73.7,0.75 km,23.51,9395.47,18,"550,206.57",499823.26,220.93, No,USD,Jeffrey Allen,724-920-7155,jeffrey.allen57@yahoo.com,Charming 7-bed Duplex in the heart of Miami. Recently updated kitchen and spacious backyard.,"Kitchen appliances were outdated, needs renovation."
PROP-103025,MLS-103025,"November 05, 2025",,2906 Amy Track, Nashville,Tennessee,69077,USA,28.653499,-111.376808,VILLA,4,3.9,6553.6,1764.8 sqft,1998.0,,2.0,N,Y,Gas,Evaporative,4.8,3.04,68.9,1.8 km,$35.41,"$4,251.44",94,"$397,467.49",,, No,USD,Crystal Strickland,916.400.abcd,crystal.strickland91@realty.com,"Spacious villa featuring 4 bedrooms and 3.9 bathrooms, close to downtown  Nashville.","Beautiful backyard, perfect for entertaining guests."
PROP-104718,MLS-104718,27-Jun-2026,02.07.2026,670 Justin Knoll Suite 012,Atlanta,GA,19286,United States,32.529481,-87.819898,VILLA,4,3.4,14376.0,1301.6 sqft,1985.0,2004.0,1.0,false,N,Electric,Ductless,6.8,6.5,72.1,4.18 mi,$28.61,"$5,251.28",26,"$397,254.63",387185.81,297.47,0,USD,Troy Moreno,(494) 355-9685,troy.moreno25@gmail.com,Charming 4-bed villa in the heart of Atlanta. Recently updated kitchen and spacious backyard.,
PROP-102703,MLS-102703,03/16/2026,05/31/2026,6170 Garcia Run,Miami,Florida,43070,U.S.A,36.401977,-102.604643,HOUSE,0,1.0,2614.0,1253.9 sqft,1983.0,,2.0,NO,Y,,Window Unit,8.3,4.01,84.6,2.17 mi,$16.22,"$4,108.47",21,373984.83,346351.45,276.22,No,USD,Abigail King,(567) 437-2270,abigail.king74@realty.com,"Cozy house with great potential, located near top-rated schools in Miami.",
PROP-108469,MLS-108469,02.06.2024,05/26/2026,656 Griffin Gardens,Miamii,FL,45733,U.S.A,39.282326,-99.92642,HOUSE,2,2.7,5798.8,1189.6 sqft,1987.0,,2.0,N,N,Electric,,7.1,2.56,88.0,0.47 mi,39.46,"2,538.98",52,"$200,570.47",198444.64,166.82,0,USD,Charles Evans,910.224.abcd,charles.evans8@outlook.com,"Luxury House boasting modern finishes, 2 bedrooms, and a three-car garage.",
PROP-102429,MLS-102429,2023-12-26,,6451 Berg Mountàin,Phoenix,AZ,57040,US,40.911789,-90.225325,TOWNHOUSE,2,1.2,13997.8,177.7 sqm,1982.0,,2.0,0, No,Solar,,9.2,29.29,82.3,0.43 mi,7.56,"$6,809.95",1,"$354,585.56",,,N,USD,Anne Williams,727-918-6996,anne.williams79@gmail.com,,"Great location, close to schools and shops."
PROP-106570,MLS-106570,2023-10-11,Feb 30 2023,87861 Arnold Street Apt. 146,Seattle ,Washington,31901,US,44.038055,-117.073966,DUPLEX,4,4.9,2463.6,1461.3 sqft,2010.0,,3.0,False,True,Solar,,6.6,,67.6,7.67 km,$17.81,"$4,426.64",28,"366,754.99",361918.95,247.67, No,USD,Jessica Lane,(331) 326-2928,jessica.lane65@outlook.com,"  Spacious Duplex featuring 4 bedrooms and 4.9 bathrooms, close to downtown Seattle .  ",
PROP-100640,MLS-100640,"June 28, 2026",,56730 Miranda Trace Suite 442,Portland,oregon,14230,United States,39.652148,-111.188666,HOUSE,4,4.5,5727.3,1464.9 sqft,1974.0,,2.0,false,0,Gas,,6.6,0.62,82.1,7.6 km,23.78,"5,719.01",20,"$374,286.53",,, No,USD,Daniel Carroll,322-470-6450,daniel.carroll82@outlook.com,"Fixer-upper  House priced to sell, needs TLC bbut great bones.","Kitchen appliances were outdated, needs renovation."
PROP-103887,MLS-103887,14/07/2025,13/01/2026,015 Jennifer Point Suite 405,Orlando,fl,57804,U.S.A,33.022079,-112.485944,DUPLEX,3,3.1,11767.2,2019.7 sqft,1947.0,,2.0,yes ,1,Oil,,2.9,26.29,45.8,2.78 mi,23.78,"4,182.59",41,"$332,522.03",312761.99,154.86,NO,USD,Mrs. Lindsey Mcmahon	,272-290-5214,mrs..lindsey.mcmahon8realty.com,"Spacious Duplex featuring 3 bedrooms and 3.1 bathrooms, close to downtown Orlando.",Loved the open floor plan and natural light!!
PROP-101295,MLS-101295,"August 01, 2024",22/09/2025,529 Moss Track Apt. 712,Denver	,CO,25453,Usa,32.199332,-120.798529,HOUSE,1,1.0,2014.1,2034.1 sqft,1982.0,,0.0,False,NO,,,5.2,47.62,44.0,3.2 mi,25.98,"$3,780.46",12,"$342,109.00",346040.82,170.12,0,USD,Tara George,CALL-ME-8563,tara.george23@realty.com,"Fixer-upper House priced to selll, needs TLC but great bones.",Loved the open floor plan and natural light!!
PROP-100130,MLS-100130,11/27/2024,02/26/2025,106 John Cliff,Orlando ,Florida,16755,US,39.911019,-104.959152,HOUSE,4,3.3,9046.6,912.1 sqft,2011.0,,3.0,true,yes ,Gas,,7.0,35.48,60.7,6.56 mi,$0.00,1985.31,11,"$142,181.89",145301.3,159.3, No,USD,James Hall,(554) 834-1944,james.hall71@outlook.com,Charming 4-bed House in the heart of Orlando. Recently updated kitchen and spacious backyard.,
PROP-101615,MLS-101615,01/10/2023,11.06.2024,60499 Kelsey Causeway,Nashville,Tennessee,34086,U.S.A,31.323443,-110.030676,CONDOMINIUM,2,1.0,11028.5,2365.9 sqft,1953.0,,2.0,N,Y,Geothermal,,7.1,11.62,55.3,1.9 km,87.81,8766.83,21,"$488,064.20",479168.81,202.53,0,USD,Katherine Robinson,(982) 992-3458,katherine.robinson16@outlook.com,"Luxury CONDO boasting modern finishes, 3 bedrooms, and a three-car garage.","Great location, close to schools and shops."
PROP-104638,MLS-104638,2024-03-03,"February 23, 2026",5749 Amber Mill,Seattle	,Washington,54397,Usa,31.329177,-77.402223,DUPLEX,2,1.1,11033.7,1647.8 sqft,1940.0,,3.0, No,Y,Electric,,7.4,3.94,67.4,5.97 mi,0.00,"$4,103.07",111,381145.62,363720.53,220.73,N,USD,David Wheeler,(429) 849-6095,david.wheeler76@realty.com,Charming 2-bed Duplex iin the heart of Seattle. Recently updated kitchen and spacious backyard.,Agent was very responsive and helpful throughout.
PROP-100609,MLS-100609,26.08.2025,"February 18, 2026",08340 Sheri Harbors,Boston,ma,96439,USA,42.799861,-95.53394,HOUSE,0,1.0,4088.4,2130.2 sqft,1969.0,,0.0,N,Y,Electric,,7.0,44.02,50.9,5.15 km,23.03,"2,993.83",4,"324,729.86",313809.16,147.31,false,USD,Elizabeth Robinson,(614) 203-7338,elizabeth.robinson2@gmail.com,,
PROP-107210,MLS-107210,03/14/2025,,6598 William Motorway,Orlando,florida,77643, USA,41.294037,-118.390791,CONDOMINIUM,6,5.1,2344.8,172.4 sqm,1991.0,2019.0,1.0,False,False,,,5.3,11.42,66.1,6.78 km,$132.03,7103.88,8,"325,651.13",,,False,USD,  Lawrence Wright,(391) 813-7802,lawrence.wright_at_realty.com,"Fixer-upper Condo priced to sell, needs TLC but great bones.",
PROP-100580,MLS-100580,2025-01-30,04.12.2025,  12920 Mcbride Crossing,CHICAGO,illinois,26248,U.S.A,29.249702,-92.050235,TOWNHOUSE,2,1.0,6386.0,1623.7 sqft,1933.0,,1.0,NO,yes ,Electric,Ductless,9.6,15.09,79.7,31.85 km,33.13,"6,699.58",35,"$493,751.95",439132.14,270.45,false,USD,Robin Freeman,(548) 276-6259,robin.freeman64@gmail.com,Charming 2-b3d Townhous3 in th3 h3art of CHICAGO. R3c3ntly updat3d kitch3n and spacious backyard.,
PROP-107525,MLS-107525,"November 24, 2024",2025-04-26,8008 Anthony Stream,nashville,Tennessee,82544,United States,28.709384,-119.062257,HOUSE,1,1.0,7826.6,2690.2 sqft,2014.0,2028.0,0.0,false,1,,Window Unit,6.7,6.57,78.3,1.51 mi,23.18,11064.33,21,"$604,810.68",542710.59,201.74,False,USD,Grant Lyons,567-299-1296,grant.lyons94@realty.com,"Spacious  House featuring 1 bedrooms and 1.0 bathrooms, close to downtown nashville.",Neighborhood is quiet and safe for kids.
PROP-108191,MLS-108191,"March 08, 2024","May 01, 2025",33437 Virginia Canyon Apt. 801,Miami,FL,95303,US,27.762777,-97.824261,CONDOMINIUM,4,3.9,2406.8,2084.0 sqft,1998.0,,3.0, No,true,Oil,Evaporative,3.3,2.88,64.9,19.47 km,$252.27,"$4,718.04",26,"$347,435.37",346418.91,166.23,N,USD,Michael Parsons,501-551-5316,michael.parsons19@outlook.com,"Cozy CONDO with great potential, located near top-rated schools in Miami.",
PROP-107903,MLS-107903,15/04/2024,,996 Jennifer Locks Apt. 249 ,Charlotte,nc,99926,US,39.050447,-77.07044,CONDOMINIUM,4,3.5,5407.8,557.6 sqft,1995.0,,1.0,No,YES,Oil,,6.5,49.79,48.2,0.25 mi,$200.35,,1,"$60,284.88",62637.42,112.33,false,USD,Stacey Miller,CALL-ME-2579,stacey.miller3@outlook.com,"Luxury condo boasting modern finishes, 4 bedrooms, and a three-car garage.",Agent was very responsive and helpful throughout.
PROP-108951,MLS-108951,22/10/2023,,9731 Fischer Mews Apt. 352,Nashville,Tennessee,69469,US,41.657965,-74.864606,HOUSE,3,2.5,8724.8,2020.2 sqft,2000.0,,4.0,N,Y,Electric,Ductless,5.5,1.07,64.8,0.33 km,$26.74,"$5,337.53",24,"514,959.95",,,No,USD,Rebecca Raymond,(593) 911-3890,rebecca.raymond_at_yahoo.com,Charming 3-bed Hse in the heart of Nashville. Recently updated kitchen and spacious backyard.,Amazing view of the mountains from the master bedroom.
PROP-106674,MLS-106674,04.11.2025,2025-12-20,7227 Dillon Drive Apt. 232,miami,  FL,44956, USA,27.91105,-69.261084,HOUSE,3,,4350.8,1770.3 sqft,1970.0,,2.0,1,True,Gas,,8.3,47.26,61.3,0.5 mi,$1.67,"$6,490.98",8,383180.97,364280.25,205.77, No,USD,Matthew Hall,(238) 968-3616,matthew.hall31@realty.com,"Luxury House boasting modern finishes, 3 bedrooms, and a three-car garage.",Traffic noise was worse than expected.
PROP-101231,MLS-101231,Feb 30 2023,2026-06-01,6919 David Cliffs Apt. 291,Seattel,Washington,25722,United States,,-78.307124,HOUSE,1,1.0,15326.6,1697.6 sqft,1990.0,,3.0,False,True,Solar,,7.0,8.08,69.5,7.66 km,$40.16,"4,280.13",2,"$456,212.33",419765.46,247.27,false,USD,Mrs. Michelle Larson	,(844) 291-2272,mrs..michelle.larson19outlook.com,"Cozy house with great potential, located near top-rated schools in Seattel.","House needed a lot of repairs, roof was leaking."
PROP-108410,MLS-108410,25-Apr-2026,2026-05-27,8917 Richard Islands Suite 383,Denver,co,78382,US,38.632814,-85.418225,HOUSE,0,1.0,5082.5,1720.9 sqft,2005.0,,2.0,0,Y,Oil,Evaporative,,0.88,,6.96 km,0.0,"3,953.66",14,344209.41,328449.57,190.86,False,USD,Matthew Robertson,(744) 682-7171,matthew.robertson41gmail.com,,Neighborhood is quiet and safe for kids.
PROP-103609,MLS-103609,"October 16, 2024",,03233 Shepherd Gardens,Sacramento,CA,97894,United States,26.853415,-94.982824,VILLA,3,3.2,8117.8,1834.5 sqft,2005.0,,0.0,No,0,Oil,,10.0,23.27,77.0,2.73 km,30.23,"$4,025.24",20,"$327,522.28",,,false,USD,David Patel,CALL-ME-6091,david.patel13outlook.com,"Fixer-upper Villa priced to sell, needs TLC but great bones.","Beautiful backyard, perfect for entertaining guests."
PROP-105566,MLS-105566,17-Jul-2023,29/03/2025,19430 Fuller Plains Suite 716,Seattel,WA,71902,United States,31.770618,-117.942958,HOUSE,2,1.4,8736.2,1465.5 sqft,1988.0,,0.0, No,0,,,6.6,10.22,72.2,16.45 km,0.0,"$6,188.61",37,266101.47,284344.31,194.03,No,USD,Heidi Johns,834-268-6200,heidi.johns93@gmail.com,"Luxury House boasting modern finishes, 2 bedrooms, and a three-car garage.",
PROP-108216,MLS-108216,12.12.2024,26-Feb-2025,0040 Bailey Parkways Suite 470,RALEIGH ,NC,33974,USA,45.557352,-120.008309,VILLA,3,1.6,6342.1,2432.6 sqft,1935.0,1941.0,3.0, No,N,Solar,,4.6,22.58,58.2,13.93 km,$38.73,7220.62,101,"372,573.69",393596.08,161.8,False,USD,David Hudson,(369) 842-9625,david.hudson72@yahoo.com,"Spacious Villa featuring 3 bedrooms and 1.6 bathrooms, close to downtown RALEIGH.",
PROP-105274,MLS-105274,15-Nov-2023,17/11/2025,816 Cardenas Wells, Charlotte,North Carolina ,89991,U.S.A,28.434043,-120.004588,CONDOMINIUM,5,3.3,8726.3,123.2 sqm,2020.0,,0.0,false,1,Gas,,7.9,2.42,,17.07 km,$59.67,"$3,410.22",155,"329,705.33",351236.15,264.84,false,USD,Lucas Patrick,221-707-4140,lucas.patrick83realty.com,"Spacious Condominium featuring 5 bedrooms and 3.3 bathrooms, close to downtown  Charlotte.","Great location, close to schools and shops."
PROP-102706,MLS-102706,09.03.2025,22.06.2026,16434 Kevin Shore Apt. 147,Portland,OR,47506,United States,33.769255,-109.158439,HOUSE,3,2.1,4172.9,408.1 sqft,2008.0,,0.0,false,True,Gas,,7.8,16.41,77.0,0.61 km,19.02,"1,239.44",116,"$92,775.14",86519.04,212.0, No,USD,Michelle Marks,(790) 740-3962,michelle.marks44@yahoo.com,Charming 3-bed  House in the heart of Portland. Recently updated kitchen and spacious backyard.,
PROP-103633,MLS-103633,29-Apr-2026,05/22/2026,381 William Stravenue,Atla anta a,ga,70056,Usa,41.758515,-70.565042,APARTMENT,2,1.7,6097.2,846.2 sqft,1997.0,2017.0,2.0,false,Y,Solar,,5.8,15.33,65.2,0.86 mi,0.0,"1,473.75",68,"$184,272.05",163812.4,193.59,NO,USD,Denise Price ,(567) 729-1439,denise.price21@yahoo.com,"Cozy Apartm3nt with gr3at pot3ntial, locat3d n3ar top-rat3d schools in Atla anta a.","Kitchen appliances were outdated, needs renovation."
